,title,address,price,price_per_sqm,rooms,sqm
1031,2 camere Girocului et 5 52000euro,"Strada Pepinierei, Zona Soarelui, Timisoara, Timis",52000,1300,2,40
2889,"Apartament cu o camera ,Calea Sagului","Steaua, Timisoara, Timis",52000,1368,1,38
3220,"Apartament 1 camera, central, 35mp, Timisoara, zona Sinaia/Maria","Cetate, Timisoara, Timis",52000,1486,1,35
724,CM468 Apartament 1 camera | LIPOVEI,"Lipovei / Calea Sever Bocu, Timisoara, Timis",52000,1576,1,33
734,Apartament 1 camera Lipovei,"Cetate, Timisoara, Timis",52000,1576,1,33
746,"CI273 Apartament 1 camera,Sagului,renovat","Calea Sagului, Timisoara, Timis",52000,1733,1,30
371,Apartament de vanzare cu 2 camere,"Cetate, Timisoara, Timis",52500,972,2,54
2302,"Garsoniera decomandata, 40 mp, Sagului","Strada Gradinii, Calea Sagului, Timisoara, Timis",52500,1313,1,40
264,"Apartament 39 mp, imobil nou, lift, zona Torontalului","Strada Martin Gemeinhardt, Timisoara, Timis",52650,1350,1,39
467,"Investitia perfecta! Apartament cu o camera, 39 mp utili - Calea...","Calea Torontalului, Aradului West, Timisoara, Timis",52900,1356,1,39
2061,Apartament 2 camere I Etaj 1 - Renovat in 2022- Zona Sagului,"Strada Gavril Musicescu, Calea Sagului, Timisoara, Timis",52900,1603,2,33
811,"Apartament o camera, parter inalt, zona Lunei","Lunei, Timisoara, Timis",52900,1763,1,30
883,"Lunei, 1 camera, RENOVATA, PRETABIL INVESTITII","Lunei, Timisoara, Timis",52900,1763,1,30
2971,"Apartamente cu o camera, Torontalului","Circumvalatiunii, Timisoara, Timis",52933,1357,1,39
1899,COMPLEXUL STUDENTESC - 2 cam - pretabil pentru investitie,"Campus Universitar, Timisoara, Timis",52990,1262,2,42
1815,Apartament 1 Camera | Zona Centrala - Medicina |,"Cetate, Timisoara, Timis",52990,1559,1,34
83,"Piata Doina - Apartament 2 Camere, etaj 1","Plavat, Timisoara, Timis",52999,1656,2,32
916,Lunei - Apartament 1 Camera,"Lunei, Timisoara, Timis",52999,1893,1,28
98,Vand apartament cu 1 camera Timisoara,"Cetate, Timisoara, Timis",53000,1128,1,47
1181,"Apartament cu 1 camera, confort 1 sporit in zona Iosefin","Iosefin, Timisoara, Timis",53000,1128,1,47
63,vând apartament cu doua camere modern amenajat cu centrala,"Cetate, Timisoara, Timis",53000,1233,2,43
1281,Apartament 2 camere zona Dacia,"Cetate, Timisoara, Timis",53000,1233,2,43
29,Ieftin Complex Studentesc Olimpia,"Strada Prof. A. Paunescu-Podeanu, Stadion, Timisoara, Timis",53000,1262,2,42
1268,2 camere zona Stadion-Complex Studentesc,"Strada Prof. A. Paunescu-Podeanu, Stadion, Timisoara, Timis",53000,1262,2,42
778,"Apartament 2 camere, nedecomandat, zona Olimpia Stadion","Cetate, Timisoara, Timis",53000,1395,2,38
1231,"Apartament cu 2 camere, zona Dacia","Araduluri Est, Timisoara, Timis",53000,1395,2,38
3118,"Apartament decomandat, 37 mp - Calea Urseni","Strada Dimitrie Dinicu, Ciarda Rosie, Timisoara, Timis",53000,1432,1,37
649,Vând Apartament calea sagului 2 camera,"Cetate, Timisoara, Timis",53000,1514,2,35
153,Proprietar-2 Cam-Nou 2023-Spital Judetean-7 Min Centru-34MP-53.000Euro,"Calea Girocului, Timisoara, Timis",53000,1559,2,34
1789,"Apartament 2 camere, Calea Sagului,Ideal pentru investitie","Steaua, Timisoara, Timis",53000,1656,2,32
