,title,address,price,price_per_sqm,rooms,sqm
2364,"2 camere , modern, bloc izolat, parcare, INTRE LACURI, zona FUJIKURA","Intre Lacuri, Cluj-Napoca, Cluj",490,8.91,2,55
110,"Apartament 2 camere decomandate, Intre Lacuri, Lidl+Garaj","Strada Nirajului, Intre Lacuri, Cluj-Napoca, Cluj",490,9.42,2,52
131,"Apartament 2 camere, decomandat, mobilat, Grigorescu.","Strada Donath, Grigorescu, Cluj-Napoca, Cluj",490,9.42,2,52
161,"Apartament 2 camere, Gheorgheni, FSEGA, Iulius Mall","Strada Venus, Gheorgheni, Cluj-Napoca, Cluj",490,9.42,2,52
196,"Apartament de 2 camere, mobilat utilat, loc de parcare, zona Grigoresc","Grigorescu, Cluj-Napoca, Cluj",490,9.42,2,52
326,De inchiriat apartament cu 2 camere in Grigorescu,"Marasti, Cluj-Napoca, Cluj",490,9.42,2,52
8,OPORTUNITATE!! Apartament de 2 camere/IULIUS MALL/TERASA/PANORAMICA,"Gheorgheni, Cluj-Napoca, Cluj",490,9.61,2,51
105,Apartament 2 camere modern + balcon | FSEGA - Iulius Mall,"Gheorgheni, Cluj-Napoca, Cluj",490,9.61,2,51
810,Apartament 2 camere bloc nou langa FSEGA,"Gheorgheni, Cluj-Napoca, Cluj",490,9.61,2,51
947,Apartament 2 camere str Vaida Voievod 14A lâng&#259; FSEGA,"Strada Oltului, Intre Lacuri, Cluj-Napoca, Cluj",490,9.61,2,51
949,Apartament 2 camere modern + balcon | FSEGA - Iulius Mall,"Strada Oltului, Intre Lacuri, Cluj-Napoca, Cluj",490,9.61,2,51
989,Închiriez apartament 2 canere str Vaida Voievod 14A lângă FSEGA,"Marasti, Cluj-Napoca, Cluj",490,9.61,2,51
172,Apartament spatios | 2 camere | garaj | zona Intre Lacuri,"Intre Lacuri, Cluj-Napoca, Cluj",490,9.8,2,50
238,"2 camere , modern, bloc nou, GHEORGHENI, zona IULIUS MALL, FSEGA","Gheorgheni, Cluj-Napoca, Cluj",490,9.8,2,50
264,"Apartament 2 camere, S- 50 mp, mobilat, zona FSEGA.","Strada Teodor Mihali, Gheorgheni, Cluj-Napoca, Cluj",490,9.8,2,50
487,"2 dormitoare, nou, mobilat modern, cu parcare, Marasti","Intre Lacuri, Cluj-Napoca, Cluj",490,9.8,2,50
898,"2 camere, mobilat modern, bloc nou, in Marasti, in zona Iulius Mall","Gheorgheni, Cluj-Napoca, Cluj",490,9.8,2,50
961,"2 camere, decomandate, renovat, mobilat modern, parcare, Marasti","Intre Lacuri, Cluj-Napoca, Cluj",490,9.8,2,50
1275,Apartament 2 Camere Decomandate Cu Parcare | Nirajului | Intre Lacuri,"Intre Lacuri, Cluj-Napoca, Cluj",490,9.8,2,50
1284,"2 dormitoare, nou, mobilat modern, parcare, Marasti","Intre Lacuri, Cluj-Napoca, Cluj",490,9.8,2,50
1306,"Ap.2 cam., decomandat, recent finisat, Între Lacuri, et.1/2, parcare","Marasti, Cluj-Napoca, Cluj",490,9.8,2,50
1891,Apartament decomandat + parcare exterioara- Intre Lacuri,"Intre Lacuri, Cluj-Napoca, Cluj",490,9.8,2,50
2268,Apartament decomandat+ terasa- Dambul Rotund,"Dambul Rotund, Cluj-Napoca, Cluj",490,10.21,2,48
1465,Prima Inchiriere | Apartament Cu O Camera | Armoniei | Zorilor,"Zorilor, Cluj-Napoca, Cluj",490,11.4,1,43
1489,Închiriez apartament în Centru!,"Marasti, Cluj-Napoca, Cluj",490,11.67,1,42
2134,Apartament semidecomandat+ balcon deschis-Gheorgheni,"Gheorgheni, Cluj-Napoca, Cluj",490,11.67,2,42
567,"Prima inchiriere, 2 camere, Sala Sporturilor, str. Pandurilor","Strada Pandurilor, Plopilor, Cluj-Napoca, Cluj",490,12.25,2,40
938,"2 camere, bloc nou, garaj, gradina, Gheorgheni, Viva City, Iulius Mall","Gheorgheni, Cluj-Napoca, Cluj",490,12.25,2,40
