,title,address,price,price_per_sqm,rooms,sqm
229,3 Camere | Dristor | Balcon | Metrou 5 Minute | View Panoramic,"Soseaua Mihai Bravu, Dristor, Sectorul 3, Bucuresti",90000.0,1200.0,3,75.0
230,2 camere pe Unirii. Pentru copilul tau si al celui din tine,"Strada Traian, Centrul Civic, Sectorul 3, Bucuresti",147500.0,2458.0,2,60.01
231,Apartament 2 camere Tudor Vladimirescu,"Tudor Vladimirescu, Iasi, Iasi",64000.0,1255.0,2,51.0
232,Apartament 3 Camere | 70 Mp | Intermediar | Parcare | Zona VIVO - BMW,"Cluj-Napoca, Cluj",137000.0,1947.0,3,70.35
233,Vanzare apartament 2 camere mobilat Baneasa Greenfield Salcamilor,"Drumul Padurea Neagra, Baneasa, Sectorul 1, Bucuresti",115000.0,2300.0,2,50.0
234,Vanzare apartament 3 camere mobilat Baneasa Greenfield Salcamilor,"Strada Padurea Neagra, Baneasa, Sectorul 1, Bucuresti",134500.0,1894.0,3,71.0
235,Apartament 2 camere - Decomandat - Bloc nou - Aparatorii Patriei,"Aparatorii Patriei, Sectorul 4, Bucuresti",69695.0,1367.0,2,51.0
236,Vând apartament 3 cam 81 mp,"Fratelia, Timisoara, Timis",79000.0,975.0,3,81.0
237,"2 Camere, Dec, Bucatarie Inchisa, Bloc NOU, Comision 0%","Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",60857.0,1143.0,2,53.25
238,"Bloc NOU, 2 Camere, Dec, Bucatarie Inchisa, Comision 0%","Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",61771.0,1144.0,2,54.0
239,"3 Camere, Dec, TERASA 19,6 mp, Bloc NOU, Comision 0%","Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",95028.0,1022.0,3,92.95
240,"3 Camere, Dec, 71 mp, Etaj 1, Bloc NOU, Comision 0%","Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",81485.0,1143.0,3,71.3
